epoch,loss,val_loss
0,0.12805979327857495,1.4452932924032211
1,0.023063747569918632,1.4440457671880722
2,0.0222679290920496,1.4473074227571487
3,0.022047542542219162,1.4400437623262405
4,0.02178697568178177,1.4000875502824783
5,0.02160665787756443,1.3517424911260605
6,0.02161340133845806,1.3972891569137573
7,0.021515503361821176,1.4010748118162155
8,0.021414415240287782,1.017555519938469
9,0.0213024483025074,0.7360556349158287
10,0.021351561889052392,1.3799542784690857
11,0.021249925941228865,1.4412112385034561
12,0.021266220182180405,0.9734376817941666
13,0.02128698629140854,1.1958951503038406
14,0.02117386482656002,1.3439749777317047
15,0.02126309122145176,0.938130609691143
16,0.021068631708621978,1.4415921717882156
17,0.02117389589548111,1.0778022855520248
18,0.021110140457749366,1.3509136736392975
19,0.021094263404607773,0.93895223736763
20,0.02109540632367134,0.9156444668769836
21,0.021143778577446936,1.3999080955982208
22,0.02101223723590374,0.9793058484792709
23,0.02118633446097374,0.9131459593772888
24,0.020936949521303178,0.8024842888116837
25,0.02105113208293915,0.396615345031023
26,0.02103044980764389,1.442926436662674
27,0.021007895082235335,0.9371024146676064
28,0.020940440252423285,1.3204446136951447
29,0.02101256337761879,1.4391918927431107
30,0.02096382413804531,1.3084216564893723
31,0.020912291169166566,1.4408595561981201
32,0.020887411251664163,1.4333474189043045
33,0.020946132630109787,1.3982137143611908
34,0.020911216259002687,1.4333989322185516
35,0.020933521464467048,0.9215863272547722
36,0.020937284767627715,1.4392998963594437
37,0.020914228916168214,0.5910540297627449
38,0.0208816836476326,1.4007063508033752
39,0.020870620965957643,0.9033834710717201
40,0.020905781760811804,0.8536267578601837
41,0.020889508664608,1.4375309348106384
42,0.020926937207579613,1.4353971779346466
43,0.02085004688799381,0.9235220700502396
44,0.020901998937129976,0.8849282637238503
45,0.020884864762425424,1.3927421867847443
46,0.02079369108378887,1.3680915534496307
47,0.02080211383104324,0.9395359382033348
48,0.02083711375296116,1.2341378182172775
